"","(Intercept)","yyyy","Zonenearshore_north","Zonenearshore_south","Zoneoffshore_north","Zoneoffshore_south","yyyy:Zonenearshore_north","yyyy:Zonenearshore_south","yyyy:Zoneoffshore_north","yyyy:Zoneoffshore_south"
"1",9.49232769717613,0.0543543138034447,-2.02352457917045,-0.0234953123890861,-2.95518790223022,-7.43526070099062,0.011763205636394,0.0114029465458395,0.04640009133967,0.109412831679673
"2",8.88482301314036,0.0673695398648889,-1.53586529263517,0.558013516723342,-1.95376639019959,-3.49295315214409,7.42339079294154e-05,0.00154921731333111,0.0267198540537726,0.0586911102710683
"3",9.08881893353697,0.0634986109441704,-1.46552902827294,0.611727957645537,-2.50056803344075,-9.0013026739587,0.0013677905823333,-0.000560433893870254,0.0344746498294295,0.124409313432527
"4",9.07357995500736,0.0607428887011713,-1.50946311467071,0.459236071386162,-2.11107606212707,-5.84574790664924,0.00429864515966814,0.00668921645531146,0.031749403528368,0.0952907538061361
"5",8.95306755981146,0.0627749261296573,-2.06861260006725,0.563977036101622,-1.14978496506145,-2.68341587442768,0.0108223442036018,0.00158497509202595,0.0220888703152961,0.0591786784225591
"6",9.86019584338292,0.051588307542448,-3.37099880065727,-0.461510548001551,-3.74236523291999,-6.90481196228253,0.0317603954938892,0.0162319081803253,0.0520261383270698,0.0976390976915533
"7",8.69774277373989,0.0672338230344041,-1.99135513873314,0.795874091155457,-1.42752618178423,-2.79733236155052,0.0117459156067025,0.00127774797642333,0.022243175550317,0.05184450887375
"8",8.67038316544992,0.0658456431077713,-2.24045813136832,0.93648947303509,-0.489393076581629,-3.30409119564242,0.01613650303857,-0.000328608085768091,0.0133552209518077,0.0646003774572259
"9",8.63973130443307,0.0693218051093616,-0.54938086303924,0.919079615417485,-1.64076368664149,-3.58990330094313,-0.0145777160621728,-0.007254249741069,0.0282831967308009,0.0585876995616355
"10",8.72086250874634,0.0676387030717732,-2.1137972218164,0.792754726713552,-1.74332018916385,-0.960082761977466,0.0108916876394671,0.000212209863694395,0.0250438583646183,0.0324406303000254
"11",9.10469273591299,0.060584904692118,-1.72190623497423,0.691904859917757,-2.47342626991035,-5.72299000902088,0.00791220532714646,-0.00176995951006599,0.0374969476544478,0.0923284152161541
